343.401388888889,278.208333333333,181.930555555556,192.588888888889,380.652083333333,372.850694444444,274.629166666667,372.752777777778,801.470138888889,655.904166666667,275.9125,606.770833333333,386.163888888889,372.14375,257.429166666667,189.9625,119.141666666667,451.822916666667,548,734.458333333333,891.541666666667,912.9375,459.080555555556,395.05,426.208333333333,198.664583333333,334.275,278.151388888889
1356.55625,1519.58055555556,1348.57222222222,689.652777777778,93.6583333333333,125.847916666667,132.397916666667,352.506944444444,555.376388888889,469.8125,352.2875,299.714583333333,478.127777777778,458.231944444444,437.930555555556,578.582638888889,411.422916666667,504.777083333333,1251.02986111111,972.477777777778,996.170138888889,915.911111111111,488.216666666667,206.752083333333,131.130555555556,91.2791666666667,183.692361111111,257.655555555556
793,793,793,822.234027777778,626.95,403.09375,517.026388888889,933.93125,931.847222222222,710.444444444445,554.09375,480.571527777778,653.58125,279.388888888889,197,197,183.550694444444,239.629166666667,219.979166666667,188.84375,351,348.896527777778,377,575.725,565.216666666667,594.013194444444,523.380555555556,546.875694444444
281.944444444444,213.917361111111,269,269,268.75,197,397.035416666667,516.427083333333,279.705555555556,230.969444444444,116.072222222222,291.041666666667,501,646.853472222222,730.977777777778,347.559722222222,299.697222222222,250.192361111111,163,251.333333333333,319,437.779166666667,347.834722222222,421.3125,731.013888888889,712.059027777778,463.525,544.840972222222
704.665277777778,633.306944444444,587.359027777778,725.815972222222,1052.59513888889,1005.99166666667,1117.7625,1018.07777777778,669.217361111111,496.688888888889,792.409722222222,632.906944444444,346.988194444444,230.366666666667,335.898611111111,253.677777777778,226.910416666667,284,380.238194444444,517.455555555556,493,631.502083333333,835.017361111111,456.088888888889,453,608.011111111111,567.154166666667,461.854166666667
255.183333333333,170,158.622916666667,485.8,500.048611111111,322.466666666667,147.2625,440.074305555556,357,446.788194444444,762.229861111111,1092.10277777778,1082.75833333333,951.454166666667,833.877083333333,920.104861111111,610.813194444444,504.188888888889,900.139583333333,574.183333333333,282.436111111111,245.075,303.927777777778,422.241666666667,395.316666666667,583.227777777778,718.604166666667,621.261111111111
1269.47986111111,1304.32777777778,1398,1120.44305555556,893.172916666667,770.733333333333,419.166666666667,244.516666666667,594.375694444444,607.375,462.176388888889,661.104166666667,1006.64305555556,1170.91597222222,1206.27638888889,761.041666666667,333.040972222222,222.995833333333,278.006944444444,161.422222222222,155,155,186.989583333333,66.6083333333333,84.4277777777778,167.656944444444,264.345138888889,299.742361111111
1049.42847222222,1035.97083333333,1341.65,1784.16666666667,1669.35694444444,1294.3875,1114.3375,535.011111111111,554.264583333333,832.854166666667,657.467361111111,645.619444444444,596.871527777778,431.213888888889,559.597222222222,495.434027777778,348.620833333333,425.013888888889,496.833333333333,326.182638888889,582.265277777778,496,374.135416666667,664.061805555556,569.576388888889,420.743055555556,312.1875,304.681944444444
213,721.759027777778,1119.77986111111,1067.28611111111,1051.33472222222,1056.59375,1105.75069444444,1218.97222222222,1241.47777777778,1174.34791666667,1221.97708333333,1081.48125,1333.73888888889,1205.61736111111,866.786111111111,545.057638888889,503,734,636.654166666667,368,513.179861111111,524.117361111111,119.86875,429.289583333333,287.615277777778,294,503.022222222222,590.035416666667
820.242361111111,475,534.733333333333,579.600694444444,143.400694444444,309.570833333333,273,449.90625,800.666666666667,1042.05972222222,467.033333333333,413.683333333333,240.259722222222,365.705555555556,285.480555555556,177.165972222222,211.425,754.194444444445,474,519.5,439.111111111111,212.998611111111,451.30625,505,505,505,192.091666666667,139.2
